,index,First,Longitude,Latitude,Longitude_difference,Latitude_difference,Month,class
209,209,2023-09-26 10:06:20,127.514,-51.104,42.42999999999999,29.522000000000006,9,1.0
210,210,2023-09-26 20:36:20,85.084,-80.626,-3.081000000000003,0.11599999999999966,9,1.0
211,211,2023-09-27 15:45:21,88.165,-80.742,-21.58699999999999,-4.503,9,1.0
212,212,2023-09-27 20:11:21,109.752,-76.239,9.668999999999997,-5.160000000000011,9,1.0
213,213,2023-09-29 10:02:21,125.88,-33.455,2.6670000000000016,12.728000000000002,9,1.0
214,214,2023-09-29 20:51:21,123.213,-46.183,0.6659999999999968,-3.5489999999999995,9,1.0
215,215,2023-09-30 10:23:21,122.547,-42.634,-2.832000000000008,-18.025,9,1.0
216,216,2023-09-30 20:56:21,125.379,-24.609,-8.708999999999989,33.357,9,1.0
217,217,2023-10-01 10:00:22,134.088,-57.966,-0.585000000000008,-1.7390000000000043,10,1.0
218,218,2023-10-01 19:46:22,134.673,-56.227,3.165999999999997,-8.660999999999994,10,1.0
219,219,2023-10-02 09:55:22,131.507,-47.566,0.16499999999999204,-0.17099999999999937,10,1.0
220,220,2023-10-03 21:28:22,103.133,-62.897,0.5390000000000015,-1.117999999999995,10,1.0
221,221,2023-10-05 09:57:23,147.648,-68.49,0.1629999999999825,-0.26200000000000045,10,1.0
222,222,2023-10-05 17:58:23,147.485,-68.228,25.54300000000002,-88.729,10,1.0
223,223,2023-10-06 09:58:23,121.942,20.501,0.03699999999999193,1.6159999999999997,10,1.0
224,224,2023-10-06 21:22:23,121.905,18.885,0.5360000000000014,-7.007999999999999,10,1.0
225,225,2023-10-07 09:58:23,121.369,25.893,-0.46399999999999864,-5.695999999999998,10,1.0
226,226,2023-10-07 21:26:23,121.833,31.589,-23.968999999999994,96.086,10,1.0
227,227,2023-10-08 09:54:23,145.802,-64.497,0.28700000000000614,-0.1419999999999959,10,1.0
228,228,2023-10-08 18:14:23,145.515,-64.355,24.541999999999987,-95.10900000000001,10,1.0
229,229,2023-10-09 09:56:24,120.973,30.754,-0.21599999999999397,-1.2759999999999998,10,1.0
230,230,2023-10-09 21:30:24,121.189,32.03,0.6589999999999918,-6.332999999999998,10,1.0
231,231,2023-10-10 09:54:24,120.53,38.363,-0.5919999999999987,-4.872,10,1.0
232,232,2023-10-10 21:35:24,121.122,43.235,-0.21699999999999875,4.063000000000002,10,1.0
233,233,2023-10-11 09:49:24,121.339,39.172,0.4069999999999965,5.57,10,1.0
234,234,2023-10-11 21:33:24,120.932,33.602,-0.3430000000000035,4.4709999999999965,10,1.0
235,235,2023-10-12 09:52:24,121.275,29.131,0.034000000000006025,1.2560000000000002,10,1.0
236,236,2023-10-12 21:30:24,121.241,27.875,0.031999999999996476,0.5760000000000005,10,1.0
237,237,2023-10-13 09:52:25,121.209,27.299,14.033000000000001,72.033,10,1.0
238,238,2023-10-13 21:30:25,107.176,-44.734,-0.09600000000000364,-0.23400000000000176,10,1.0
239,239,2023-10-14 11:44:25,107.272,-44.5,-14.097999999999999,-69.295,10,1.0
240,240,2023-10-14 21:29:25,121.37,24.795,0.5290000000000106,-3.424999999999997,10,1.0
241,241,2023-10-15 09:51:25,120.841,28.22,-0.472999999999999,-2.777000000000001,10,1.0
242,242,2023-10-15 21:33:25,121.314,30.997,-0.2220000000000084,2.3859999999999992,10,1.0
243,243,2023-10-16 09:47:25,121.536,28.611,0.9039999999999964,7.091000000000001,10,1.0
244,244,2023-10-16 21:31:25,120.632,21.52,0.2780000000000058,-1.4320000000000022,10,1.0
245,245,2023-10-17 09:54:26,120.354,22.952,-0.4749999999999943,-2.6769999999999996,10,1.0
246,246,2023-10-17 21:33:26,120.829,25.629,0.2749999999999915,-1.225999999999999,10,1.0
247,247,2023-10-18 09:50:26,120.554,26.855,-0.6009999999999991,-3.198999999999998,10,1.0
248,248,2023-10-18 21:35:26,121.155,30.054,-1.8520000000000039,12.129999999999999,10,1.0
249,249,2023-10-19 09:45:26,123.007,17.924,0.27300000000001035,2.0169999999999995,10,1.0
250,250,2023-10-19 21:20:26,122.734,15.907,-3.1030000000000086,17.994,10,1.0
251,251,2023-10-20 09:47:26,125.837,-2.087,19.025999999999996,51.358,10,1.0
252,252,2023-10-20 20:55:26,106.811,-53.445,-3.3519999999999897,3.2239999999999966,10,1.0
253,253,2023-10-21 12:19:27,110.163,-56.669,-19.10799999999999,-39.855,10,1.0
254,254,2023-10-21 20:28:27,129.271,-16.814,9.020999999999987,-45.819,10,1.0
255,255,2023-10-22 09:46:27,120.25,29.005,0.019000000000005457,0.6009999999999991,10,1.0
256,256,2023-10-22 21:40:27,120.231,28.404,-0.9830000000000041,5.579000000000001,10,1.0
257,257,2023-10-23 09:46:27,121.214,22.825,-0.10699999999999932,-0.18299999999999983,10,1.0
258,258,2023-10-23 21:32:27,121.321,23.008,-0.23400000000000887,1.5559999999999974,10,1.0
259,259,2023-10-24 09:45:27,121.555,21.452,0.2680000000000007,1.6780000000000008,10,1.0
260,260,2023-10-24 21:30:27,121.287,19.774,0.3920000000000101,-1.631999999999998,10,1.0
261,261,2023-10-25 09:47:28,120.895,21.406,0.013999999999995794,0.38899999999999935,10,1.0
262,262,2023-10-25 21:33:28,120.881,21.017,-0.3610000000000042,2.030999999999999,10,1.0
263,263,2023-10-26 09:47:28,121.242,18.986,-0.9869999999999948,-4.344999999999999,10,1.0
264,264,2023-10-26 21:30:28,122.229,23.331,0.012000000000000455,0.2749999999999986,10,1.0
265,265,2023-10-27 09:39:28,122.217,23.056,1.1359999999999957,5.475000000000001,10,1.0
266,266,2023-10-27 21:30:28,121.081,17.581,0.38700000000000045,-1.5090000000000003,10,1.0
267,267,2023-10-28 09:48:28,120.694,19.09,-0.11299999999999955,-0.2519999999999989,10,1.0
